geo_id,type,coordinates,highway,lanes,length,maxspeed
3220,LineString,"[[-8.620506, 41.1653043], [-8.6206104, 41.1645604], [-8.6206243, 41.1644612]]",4,2,94.27,5
3221,LineString,"[[-8.620199, 41.1675609], [-8.6205537, 41.1675476]]",4,0,29.726999999999997,0
3222,LineString,"[[-8.620199, 41.1675609], [-8.6202041, 41.1674871], [-8.62022, 41.167258], [-8.6204132, 41.1659517], [-8.6204314, 41.1658284]]",4,2,193.674,5
3223,LineString,"[[-8.620199, 41.1675609], [-8.6200573, 41.1675703], [-8.6197944, 41.1675878], [-8.6196285, 41.1675988]]",4,0,47.94,0
3224,LineString,"[[-8.6204469, 41.1657243], [-8.620506, 41.1653043]]",4,2,46.963,5
3225,LineString,"[[-8.6204469, 41.1657243], [-8.6204314, 41.1658284]]",4,2,11.648,5
3226,LineString,"[[-8.6206243, 41.1644612], [-8.6205119, 41.1644502], [-8.6201745, 41.1644173]]",6,0,37.968,5
3227,LineString,"[[-8.6206243, 41.1644612], [-8.6206837, 41.1640349], [-8.6207018, 41.1639052]]",4,2,62.163999999999994,5
3228,LineString,"[[-8.6206243, 41.1644612], [-8.6206104, 41.1645604], [-8.620506, 41.1653043]]",4,2,94.27,5
3229,LineString,"[[-8.6211652, 41.1603442], [-8.6211611, 41.1603649], [-8.621163, 41.1603871]]",4,0,4.801,5
3230,LineString,"[[-8.6237161, 41.1628625], [-8.6235665, 41.1629034], [-8.6234647, 41.1629318], [-8.6233349, 41.1629681]]",12,0,34.003,0
3231,LineString,"[[-8.6237161, 41.1628625], [-8.6235257, 41.1624674], [-8.6234251, 41.1622575]]",6,0,71.548,0
3232,LineString,"[[-8.6236283, 41.16074], [-8.6235826, 41.1608062], [-8.6235529, 41.1609016], [-8.6236039, 41.1611956], [-8.6236342, 41.1613413], [-8.6237468, 41.1615824], [-8.6238098, 41.1616692], [-8.6238625, 41.1617112], [-8.6239415, 41.1617152], [-8.6241281, 41.1617127], [-8.6242029, 41.1617042], [-8.6242436, 41.1616753], [-8.6242701, 41.1616312], [-8.6242696, 41.1614496]]",6,0,173.24200000000002,0
3233,LineString,"[[-8.6228757, 41.1648567], [-8.623213, 41.1641992]]",6,0,78.374,0
3234,LineString,"[[-8.6248238, 41.1656525], [-8.6248936, 41.1656644]]",6,0,5.9910000000000005,0
3235,LineString,"[[-8.6248238, 41.1656525], [-8.6247761, 41.1656604], [-8.6246902, 41.1656942], [-8.6245675, 41.1657181], [-8.6243768, 41.165753], [-8.6241688, 41.165788], [-8.6238554, 41.1657932], [-8.6237267, 41.165791]]",6,0,94.09700000000001,0
3236,LineString,"[[-8.6238274, 41.1653917], [-8.6237209, 41.1653635]]",12,0,9.45,0
3237,LineString,"[[-8.6238274, 41.1653917], [-8.624081, 41.1645599], [-8.6243373, 41.164591], [-8.6243771, 41.1647788], [-8.624458, 41.165003], [-8.6246996, 41.1653953], [-8.624776, 41.1655593], [-8.6248238, 41.1656525]]",6,1,242.125,0
3238,LineString,"[[-8.6214164, 41.1674924], [-8.6214062, 41.1674062], [-8.621275, 41.1671234]]",6,0,42.931999999999995,0
3239,LineString,"[[-8.6214164, 41.1674924], [-8.6213684, 41.1674938], [-8.6205537, 41.1675476]]",4,0,72.47800000000001,0
3240,LineString,"[[-8.6214164, 41.1674924], [-8.621585, 41.1674947], [-8.6217777, 41.1675052], [-8.6218681, 41.1675098], [-8.6219794, 41.1675109], [-8.6221444, 41.1675019], [-8.6226607, 41.1674727], [-8.6228039, 41.1674724], [-8.6230031, 41.1675243], [-8.6230796, 41.1675369], [-8.6231535, 41.1675394]]",4,0,146.754,0
3241,LineString,"[[-8.6168132, 41.1675951], [-8.6168056, 41.1675516], [-8.6170274, 41.1661442], [-8.6172042, 41.1650746]]",6,0,282.324,0
3242,LineString,"[[-8.6168132, 41.1675951], [-8.6159056, 41.1677209], [-8.6158219, 41.1677209], [-8.6157302, 41.1677148]]",4,0,91.961,0
3243,LineString,"[[-8.6168132, 41.1675951], [-8.6173674, 41.1675212], [-8.6175045, 41.1675079], [-8.6176658, 41.1675007], [-8.6179517, 41.1674949]]",4,0,96.149,0
3244,LineString,"[[-8.6115648, 41.1665059], [-8.6117522, 41.167014]]",3,0,58.636,0
3245,LineString,"[[-8.6115648, 41.1665059], [-8.6116372, 41.1664937], [-8.6121345, 41.1664232], [-8.6122183, 41.1664113]]",4,0,55.708,0
3246,LineString,"[[-8.6115648, 41.1665059], [-8.6115446, 41.1664501], [-8.611469, 41.1662637], [-8.6113093, 41.1658658], [-8.6111246, 41.1654187]]",3,0,126.38600000000001,0
3247,LineString,"[[-8.6133447, 41.1666419], [-8.613608, 41.166277]]",12,0,46.175,0
3248,LineString,"[[-8.6133447, 41.1666419], [-8.6131726, 41.1666015]]",4,0,15.09,0
3249,LineString,"[[-8.6133447, 41.1666419], [-8.6136007, 41.1667177], [-8.6142362, 41.1669827], [-8.6143419, 41.1670268]]",4,0,93.955,0
3250,LineString,"[[-8.6118059, 41.1671601], [-8.6117522, 41.167014]]",3,0,16.855999999999998,0
3251,LineString,"[[-8.6118059, 41.1671601], [-8.6119236, 41.167448]]",3,0,33.495,0
3252,LineString,"[[-8.6122183, 41.1664113], [-8.6122786, 41.1664189]]",4,0,5.118,0
3253,LineString,"[[-8.6122183, 41.1664113], [-8.6121801, 41.1662991], [-8.6120921, 41.1660968]]",6,0,36.549,0
3254,LineString,"[[-8.6119236, 41.167448], [-8.6118059, 41.1671601]]",3,0,33.495,0
3255,LineString,"[[-8.6119236, 41.167448], [-8.6122372, 41.1681969], [-8.6123058, 41.1683638]]",3,0,106.74,0
3256,LineString,"[[-8.6122959, 41.1670542], [-8.6118059, 41.1671601]]",12,0,42.673,0
3257,LineString,"[[-8.6122959, 41.1670542], [-8.6122931, 41.1671469], [-8.6122285, 41.1674308], [-8.6121945, 41.1674453], [-8.6119236, 41.167448]]",12,0,68.28699999999999,0
3258,LineString,"[[-8.613608, 41.166277], [-8.6133447, 41.1666419]]",12,0,46.175,0
3259,LineString,"[[-8.6131548, 41.1671465], [-8.6132002, 41.1670341]]",6,0,13.062999999999999,0
3260,LineString,"[[-8.6131548, 41.1671465], [-8.6130363, 41.1674265], [-8.6129931, 41.1675385]]",6,0,45.645,0
3261,LineString,"[[-8.6131726, 41.1666015], [-8.6133447, 41.1666419]]",4,0,15.09,0
3262,LineString,"[[-8.6131726, 41.1666015], [-8.6131379, 41.1667196], [-8.6131089, 41.1668189], [-8.6130947, 41.1669383], [-8.6131548, 41.1671465]]",6,0,61.776,0
3263,LineString,"[[-8.6131726, 41.1666015], [-8.6131061, 41.1665877], [-8.6122786, 41.1664189]]",4,0,77.54,0
3264,LineString,"[[-8.6129931, 41.1675385], [-8.6130363, 41.1674265], [-8.6131548, 41.1671465]]",6,0,45.645,0
3265,LineString,"[[-8.6129931, 41.1675385], [-8.6127246, 41.1681961], [-8.6127108, 41.1682801], [-8.6127111, 41.1683142], [-8.6127163, 41.1683459], [-8.6127322, 41.1683755], [-8.6127485, 41.1684028], [-8.6127728, 41.168426], [-8.6128052, 41.1684483], [-8.6128429, 41.1684685], [-8.6130601, 41.1685327]]",6,0,130.497,0
3266,LineString,"[[-8.6143993, 41.1687236], [-8.614417, 41.1687062], [-8.61444, 41.1686879], [-8.6144617, 41.1686636], [-8.6144794, 41.1686362]]",6,0,11.882,0
3267,LineString,"[[-8.6144794, 41.1686362], [-8.6146516, 41.1682323], [-8.6146715, 41.1681855], [-8.6146766, 41.1681695], [-8.6146773, 41.1681488], [-8.6146775, 41.1681415], [-8.6146731, 41.1681134], [-8.6146571, 41.1680806], [-8.6146331, 41.1680518], [-8.6146051, 41.168026], [-8.6145663, 41.1680043], [-8.6144176, 41.1679596]]",6,0,89.541,0
3268,LineString,"[[-8.6144794, 41.1686362], [-8.6141685, 41.1685525], [-8.614139, 41.1685283], [-8.6141497, 41.1684899], [-8.6144176, 41.1679596]]",12,0,98.74,0
3269,LineString,"[[-8.6125032, 41.1640933], [-8.6139412, 41.1641823]]",6,0,120.78200000000001,0
3270,LineString,"[[-8.6125032, 41.1640933], [-8.6124517, 41.1647379], [-8.6124395, 41.1648396], [-8.6124879, 41.1649494], [-8.6127568, 41.1654011], [-8.6128978, 41.1656379], [-8.6129388, 41.1657074], [-8.6129412, 41.1657434], [-8.6129225, 41.1657959], [-8.6128567, 41.1658513], [-8.612157, 41.1660771], [-8.6120921, 41.1660968]]",6,0,276.275,0
3271,LineString,"[[-8.6237267, 41.165791], [-8.6234653, 41.1657477]]",6,0,22.405,0
3272,LineString,"[[-8.6237267, 41.165791], [-8.6238274, 41.1653917]]",6,0,45.193000000000005,0
3273,LineString,"[[-8.6209476, 41.1622085], [-8.6208599, 41.1627307]]",4,2,58.528,5
3274,LineString,"[[-8.6209476, 41.1622085], [-8.62084, 41.1621605], [-8.6204615, 41.1621289]]",12,0,42.35,0
3275,LineString,"[[-8.6209476, 41.1622085], [-8.6210226, 41.1616539], [-8.6210419, 41.1615281], [-8.6210441, 41.1615126], [-8.6210575, 41.161417], [-8.6210694, 41.1613323]]",4,2,97.962,5
3276,LineString,"[[-8.6224207, 41.1579761], [-8.6224321, 41.1579382], [-8.6224358, 41.1579259], [-8.622756, 41.1568656]]",6,2,126.632,0
3277,LineString,"[[-8.6224207, 41.1579761], [-8.6225586, 41.1580551], [-8.6229074, 41.1582606], [-8.6233158, 41.1584822], [-8.6234434, 41.1585514]]",4,2,106.895,0
3278,LineString,"[[-8.6225988, 41.1558096], [-8.622562, 41.1558156], [-8.622077, 41.1559315], [-8.6216284, 41.1560223], [-8.6215882, 41.1560248], [-8.621548, 41.1560233], [-8.6214903, 41.1560106], [-8.6214273, 41.1559859]]",6,0,102.37100000000001,0
3279,LineString,"[[-8.6228781, 41.1527941], [-8.6231199, 41.1533253]]",6,0,62.44,0
3280,LineString,"[[-8.6228781, 41.1527941], [-8.6208905, 41.1526473], [-8.6207549, 41.1526088]]",6,0,179.34400000000002,0
3281,LineString,"[[-8.6242901, 41.1555452], [-8.623875, 41.1555705], [-8.6237625, 41.1555921]]",6,0,44.586999999999996,0
3282,LineString,"[[-8.6242901, 41.1555452], [-8.6238625, 41.1569588], [-8.6238345, 41.1570513]]",6,0,171.75900000000001,0
3283,LineString,"[[-8.6243988, 41.1555402], [-8.6242901, 41.1555452]]",6,0,9.118,0
3284,LineString,"[[-8.6243988, 41.1555402], [-8.6246635, 41.1558692], [-8.6247873, 41.1559422], [-8.6248772, 41.1560369], [-8.624912, 41.1561355], [-8.6249102, 41.1562232], [-8.6247999, 41.1565614], [-8.6248462, 41.1565964]]",6,0,134.19299999999998,0
3285,LineString,"[[-8.6248462, 41.1565964], [-8.6247999, 41.1565614], [-8.6249102, 41.1562232], [-8.624912, 41.1561355], [-8.6248772, 41.1560369], [-8.6247873, 41.1559422], [-8.6246635, 41.1558692], [-8.6243988, 41.1555402]]",6,0,134.19299999999998,0
3286,LineString,"[[-8.6214273, 41.1559859], [-8.6211787, 41.1557817]]",6,0,30.802,0
3287,LineString,"[[-8.6211787, 41.1557817], [-8.6211226, 41.1557784], [-8.6210644, 41.1557843], [-8.6210147, 41.155794], [-8.6209651, 41.1558145], [-8.6209108, 41.1558425], [-8.6208388, 41.1558802]]",6,2,31.515,0
3288,LineString,"[[-8.6211787, 41.1557817], [-8.6210592, 41.1556903], [-8.6210274, 41.1556589], [-8.6209724, 41.1556143], [-8.6209298, 41.1555874], [-8.6208838, 41.1555625]]",6,0,34.817,0
3289,LineString,"[[-8.6177366, 41.1571931], [-8.6177727, 41.1571638], [-8.6179797, 41.156998], [-8.6180319, 41.1569532], [-8.6180687, 41.1569131]]",6,0,41.794,0
3290,LineString,"[[-8.6177366, 41.1571931], [-8.6174617, 41.1573976], [-8.6170777, 41.1576991], [-8.6170554, 41.1577421], [-8.616943, 41.1579591], [-8.6169308, 41.1580388], [-8.6168981, 41.1582532], [-8.616846, 41.1585211], [-8.6169912, 41.1588765], [-8.6170527, 41.1589957]]",6,0,228.423,0
3291,LineString,"[[-8.6177366, 41.1571931], [-8.6175832, 41.1571459], [-8.616476, 41.1568286], [-8.6163356, 41.1567908], [-8.6161615, 41.1567459]]",6,0,140.946,0
3292,LineString,"[[-8.6143688, 41.162384], [-8.6144351, 41.1623439], [-8.6144709, 41.1623198], [-8.6145134, 41.1623007], [-8.6145712, 41.1622926], [-8.6146906, 41.1622946], [-8.6156612, 41.1624142], [-8.6157013, 41.1624129], [-8.6157306, 41.1624014], [-8.6157526, 41.1623824], [-8.6157639, 41.1623613], [-8.615775, 41.1622752]]",6,0,133.614,0
3293,LineString,"[[-8.6143688, 41.162384], [-8.6143636, 41.1623566], [-8.6143504, 41.1623272], [-8.6143254, 41.1622805], [-8.6142388, 41.1621369]]",6,0,29.664,0
3294,LineString,"[[-8.6142388, 41.1621369], [-8.6142306, 41.1621063], [-8.6142332, 41.1620717]]",6,0,7.325,0
3295,LineString,"[[-8.6142332, 41.1620717], [-8.6130674, 41.1619342]]",3,3,98.78299999999999,0
3296,LineString,"[[-8.6233256, 41.166114], [-8.6233711, 41.1659819], [-8.6234414, 41.1658369], [-8.6234653, 41.1657477]]",12,0,42.457,0
3297,LineString,"[[-8.6237209, 41.1653635], [-8.6234653, 41.1657477]]",12,0,47.78,0
3298,LineString,"[[-8.6237209, 41.1653635], [-8.6233755, 41.1651514], [-8.6228757, 41.1648567]]",12,0,90.456,0
3299,LineString,"[[-8.6197889, 41.164366], [-8.6193766, 41.1643171]]",6,0,34.939,5
3300,LineString,"[[-8.6198628, 41.1638048], [-8.6197889, 41.164366]]",6,0,62.708999999999996,0
3301,LineString,"[[-8.6198628, 41.1638048], [-8.6202394, 41.16385]]",3,2,31.924,0
3302,LineString,"[[-8.6193766, 41.1643171], [-8.6184325, 41.164202]]",6,0,80.061,5
3303,LineString,"[[-8.6193766, 41.1643171], [-8.6194714, 41.1637513]]",6,0,63.413000000000004,0
3304,LineString,"[[-8.6194714, 41.1637513], [-8.6198628, 41.1638048]]",3,2,33.3,0
3305,LineString,"[[-8.6214814, 41.1635656], [-8.6214791, 41.1627832]]",12,0,86.999,0
3306,LineString,"[[-8.6214814, 41.1635656], [-8.6221994, 41.163302], [-8.6223217, 41.1632575], [-8.6224058, 41.1632301], [-8.6224501, 41.1632106], [-8.6224898, 41.1631842], [-8.6225598, 41.1631438], [-8.6226322, 41.1631016], [-8.6226672, 41.1630734]]",12,0,113.984,0
3307,LineString,"[[-8.6214814, 41.1635656], [-8.6214356, 41.1635892], [-8.6214081, 41.1636126], [-8.6213898, 41.1636361], [-8.6213764, 41.1636771], [-8.6213691, 41.1637216], [-8.6212884, 41.1640626], [-8.621242, 41.1642906], [-8.6212488, 41.1643179], [-8.621265, 41.1643427], [-8.6213157, 41.1643856], [-8.6214304, 41.1644577]]",12,0,110.04899999999999,0
3308,LineString,"[[-8.628344, 41.1642818], [-8.6283771, 41.1641253], [-8.6286928, 41.1641645], [-8.628664, 41.1643256], [-8.628568, 41.1643107], [-8.628344, 41.1642818]]",6,0,89.711,0
3309,LineString,"[[-8.628344, 41.1642818], [-8.628568, 41.1643107], [-8.628664, 41.1643256], [-8.6286928, 41.1641645], [-8.6283771, 41.1641253], [-8.628344, 41.1642818]]",6,0,89.711,0
3310,LineString,"[[-8.628344, 41.1642818], [-8.6282245, 41.1647747], [-8.6282071, 41.1648467]]",6,0,63.85,0
3311,LineString,"[[-8.6294563, 41.1634382], [-8.6294086, 41.1633909], [-8.6282203, 41.1622122], [-8.6282177, 41.1622096]]",6,0,171.50599999999997,0
3312,LineString,"[[-8.6294563, 41.1634382], [-8.6293401, 41.1634927], [-8.6291656, 41.1635858], [-8.62909, 41.1636071]]",3,2,36.122,0
3313,LineString,"[[-8.6282177, 41.1622096], [-8.6281587, 41.1621438]]",6,0,8.828,0
3314,LineString,"[[-8.6282177, 41.1622096], [-8.6282949, 41.1621633], [-8.6283935, 41.1621354], [-8.628563, 41.1621215], [-8.6287355, 41.1621424], [-8.629576, 41.1622955], [-8.6297433, 41.1623263], [-8.630218, 41.1624056], [-8.6304024, 41.1624091], [-8.6306005, 41.1623931]]",6,0,205.615,0
3315,LineString,"[[-8.6315939, 41.1608865], [-8.6314811, 41.1609372], [-8.6303305, 41.1614538]]",6,0,123.148,0
3316,LineString,"[[-8.6315939, 41.1608865], [-8.6315476, 41.1608289], [-8.6308072, 41.1599074], [-8.6305766, 41.1596224], [-8.6305327, 41.1595634], [-8.6302637, 41.1592048]]",3,2,217.66299999999998,5
3317,LineString,"[[-8.6287632, 41.1621087], [-8.6291134, 41.1609511]]",6,0,132.016,0
3318,LineString,"[[-8.6287632, 41.1621087], [-8.6286717, 41.1620872], [-8.628576, 41.1620828], [-8.6284902, 41.1620829], [-8.6284045, 41.1620969], [-8.6282471, 41.1621145], [-8.6281587, 41.1621438]]",6,0,51.981,0
3319,LineString,"[[-8.6292119, 41.162189], [-8.6287632, 41.1621087]]",6,0,38.609,0
3320,LineString,"[[-8.6292119, 41.162189], [-8.6292846, 41.1619997], [-8.629357, 41.1619311], [-8.6295003, 41.1618388], [-8.629971, 41.161624]]",6,0,93.51899999999999,0
3321,LineString,"[[-8.6318899, 41.1635705], [-8.6312063, 41.1638322]]",6,0,64.199,0
3322,LineString,"[[-8.6318899, 41.1635705], [-8.631776, 41.1637557], [-8.6316489, 41.1639676], [-8.6315565, 41.1641215], [-8.6312895, 41.1643028], [-8.6309944, 41.1644199], [-8.6307584, 41.1644966], [-8.6306615, 41.164519], [-8.6305163, 41.1645123]]",6,0,167.532,0
3323,LineString,"[[-8.6318899, 41.1635705], [-8.6319192, 41.1634885], [-8.6319258, 41.1634326], [-8.6319183, 41.1633793], [-8.6318735, 41.1632799], [-8.631811, 41.1631804], [-8.6315951, 41.1630089], [-8.6313832, 41.1629035], [-8.6313025, 41.1628592], [-8.6308174, 41.1625703], [-8.6306243, 41.1624128], [-8.6306005, 41.1623931]]",6,0,180.02200000000002,0
3324,LineString,"[[-8.6291134, 41.1609511], [-8.6287632, 41.1621087]]",6,0,132.016,0
3325,LineString,"[[-8.6291134, 41.1609511], [-8.6293014, 41.1609697], [-8.6293516, 41.160983], [-8.6293883, 41.1609985], [-8.6294282, 41.1610225], [-8.6298612, 41.1614921], [-8.629971, 41.161624]]",6,0,109.00200000000001,0
3326,LineString,"[[-8.6180687, 41.1569131], [-8.6184979, 41.1568052]]",12,0,37.883,0
3327,LineString,"[[-8.6180687, 41.1569131], [-8.6180319, 41.1569532], [-8.6179797, 41.156998], [-8.6177727, 41.1571638], [-8.6177366, 41.1571931]]",6,0,41.794,0
3328,LineString,"[[-8.6180687, 41.1569131], [-8.618074, 41.1568876], [-8.6180701, 41.1568552], [-8.6180329, 41.1567474], [-8.6179804, 41.1566275], [-8.6178909, 41.1563823], [-8.6178713, 41.1562764]]",6,0,73.075,0
3329,LineString,"[[-8.614882, 41.1572359], [-8.6143979, 41.157044]]",6,0,45.803000000000004,0
3330,LineString,"[[-8.614882, 41.1572359], [-8.6149852, 41.1570826], [-8.6150776, 41.1569434], [-8.6146103, 41.1567428]]",6,0,81.449,0
3331,LineString,"[[-8.614882, 41.1572359], [-8.614721, 41.1574789], [-8.6142468, 41.1575429]]",6,0,70.528,0
3332,LineString,"[[-8.6143979, 41.157044], [-8.614882, 41.1572359]]",6,0,45.803000000000004,0
3333,LineString,"[[-8.6143979, 41.157044], [-8.6146103, 41.1567428]]",6,0,37.92,0
3334,LineString,"[[-8.6143979, 41.157044], [-8.6139603, 41.15687], [-8.6141831, 41.1565679], [-8.6146103, 41.1567428]]",6,0,120.565,0
3335,LineString,"[[-8.6146103, 41.1567428], [-8.6143979, 41.157044]]",6,0,37.92,0
3336,LineString,"[[-8.6146103, 41.1567428], [-8.6141831, 41.1565679], [-8.6139603, 41.15687], [-8.6143979, 41.157044]]",6,0,120.565,0
3337,LineString,"[[-8.6146103, 41.1567428], [-8.6150776, 41.1569434], [-8.6149852, 41.1570826], [-8.614882, 41.1572359]]",6,0,81.449,0
3338,LineString,"[[-8.6248936, 41.1656644], [-8.6248238, 41.1656525]]",6,0,5.9910000000000005,0
3339,LineString,"[[-8.6248936, 41.1656644], [-8.6248864, 41.1655516], [-8.6248576, 41.1645457], [-8.624854, 41.1644207]]",4,0,138.33700000000002,0
3340,LineString,"[[-8.6248936, 41.1656644], [-8.6249159, 41.1658731], [-8.6249603, 41.166118], [-8.6250204, 41.1663248], [-8.6250766, 41.1664586], [-8.6251139, 41.1665735], [-8.625176, 41.167059]]",4,3,157.295,0
3341,LineString,"[[-8.6125098, 41.156639], [-8.6125059, 41.1567757]]",5,0,15.204,0
3342,LineString,"[[-8.6125098, 41.156639], [-8.6118764, 41.1566275]]",5,0,53.044,0
3343,LineString,"[[-8.6125098, 41.156639], [-8.6127956, 41.1566457]]",5,0,23.939,0
3344,LineString,"[[-8.6125059, 41.1567757], [-8.6125098, 41.156639]]",5,0,15.204,0
3345,LineString,"[[-8.6125059, 41.1567757], [-8.6125435, 41.156785], [-8.612581, 41.1567964], [-8.6126107, 41.1568196], [-8.612635, 41.1568427], [-8.6126513, 41.1568691], [-8.6126622, 41.1568974], [-8.6126634, 41.1569295], [-8.6126591, 41.1569616], [-8.612641, 41.1570407], [-8.6125987, 41.1571319]]",4,2,46.897,0
3346,LineString,"[[-8.6123379, 41.1576056], [-8.6124678, 41.1576408]]",4,0,11.558,0
3347,LineString,"[[-8.6123379, 41.1576056], [-8.6122691, 41.1578408], [-8.6122366, 41.157973], [-8.6122303, 41.1580559]]",4,1,50.963,0
3348,LineString,"[[-8.6120352, 41.1567665], [-8.6123288, 41.1567715], [-8.6125059, 41.1567757]]",4,2,39.421,0
3349,LineString,"[[-8.6066595, 41.1518213], [-8.6067037, 41.1517413], [-8.6068336, 41.1515061]]",6,0,37.959,3
3350,LineString,"[[-8.6069718, 41.1512397], [-8.6068336, 41.1515061]]",6,0,31.802,3
3351,LineString,"[[-8.6071817, 41.1516049], [-8.6070886, 41.1515782], [-8.6069361, 41.1515359], [-8.6068336, 41.1515061]]",6,0,31.147,3
3352,LineString,"[[-8.6071817, 41.1516049], [-8.6073432, 41.1512179], [-8.6073894, 41.1511073]]",6,0,57.998999999999995,0
3353,LineString,"[[-8.6098624, 41.1487354], [-8.610279, 41.1491616]]",6,3,58.845,5
3354,LineString,"[[-8.6098624, 41.1487354], [-8.609796, 41.1486278], [-8.6094842, 41.148295], [-8.6094375, 41.1482451], [-8.6094084, 41.1482201]]",6,0,68.96600000000001,5
3355,LineString,"[[-8.60811, 41.1472781], [-8.6086529, 41.1473934]]",4,0,47.232,0
3356,LineString,"[[-8.60811, 41.1472781], [-8.6080946, 41.1473053], [-8.6080893, 41.1473137], [-8.6080676, 41.147348], [-8.6079375, 41.1475539], [-8.6077497, 41.1478518], [-8.6077154, 41.1479117], [-8.6075947, 41.1481107]]",6,0,102.15,0
3357,LineString,"[[-8.6075947, 41.1481107], [-8.6081345, 41.1482742]]",6,0,48.717,0
3358,LineString,"[[-8.6075947, 41.1481107], [-8.6075654, 41.1481573], [-8.6075121, 41.14824]]",6,0,15.955,0
3359,LineString,"[[-8.6081345, 41.1482742], [-8.6081967, 41.1481676], [-8.6084423, 41.1477749]]",3,3,61.213,5
3360,LineString,"[[-8.6081345, 41.1482742], [-8.6079991, 41.1485024], [-8.6078921, 41.1487047], [-8.6078621, 41.1487614]]",3,3,58.792,5
3361,LineString,"[[-8.606457, 41.147981], [-8.6063979, 41.1481378], [-8.6063294, 41.1483178]]",12,1,38.945,2
3362,LineString,"[[-8.606457, 41.147981], [-8.6064794, 41.1479864], [-8.6065363, 41.1480002], [-8.6075121, 41.14824]]",6,0,92.92,0
3363,LineString,"[[-8.6154811, 41.1449087], [-8.6154082, 41.1448957], [-8.6151605, 41.1448826], [-8.6149901, 41.1448796], [-8.6148795, 41.1448988], [-8.6143209, 41.1450241], [-8.6142256, 41.1450543], [-8.6135865, 41.1452361]]",6,0,165.51,0
3364,LineString,"[[-8.6154811, 41.1449087], [-8.6155619, 41.1446082], [-8.6156467, 41.1442858]]",6,0,70.638,0
3365,LineString,"[[-8.6154811, 41.1449087], [-8.6154673, 41.1449895], [-8.6155006, 41.1450885]]",6,0,20.415,0
3366,LineString,"[[-8.6155193, 41.1431862], [-8.6154727, 41.1432302], [-8.6154335, 41.1433209], [-8.6151888, 41.1436069], [-8.6150192, 41.1439196], [-8.6144971, 41.1443107], [-8.6142624, 41.1444735]]",6,0,180.639,0
3367,LineString,"[[-8.6159262, 41.1433932], [-8.6165225, 41.1433847], [-8.6173928, 41.1434259]]",6,0,122.961,0
3368,LineString,"[[-8.6159262, 41.1433932], [-8.6159468, 41.1433181], [-8.6157922, 41.1432667], [-8.6155193, 41.1431862]]",6,0,47.221000000000004,0
3369,LineString,"[[-8.6156467, 41.1442858], [-8.6164894, 41.1444423]]",6,0,72.678,5
3370,LineString,"[[-8.6156467, 41.1442858], [-8.61585, 41.143601], [-8.6159262, 41.1433932]]",6,0,101.99700000000001,0
3371,LineString,"[[-8.616929, 41.1424817], [-8.6170547, 41.1425511], [-8.6173332, 41.1426813], [-8.6173517, 41.1426999], [-8.617361, 41.1427233], [-8.6174467, 41.1429945]]",6,0,76.79899999999999,0
3372,LineString,"[[-8.616929, 41.1424817], [-8.6170739, 41.1424572], [-8.6172214, 41.1424461], [-8.6175191, 41.1424541], [-8.6175553, 41.1424471], [-8.6175794, 41.142434], [-8.617593, 41.1424237], [-8.6176063, 41.1424137], [-8.6176291, 41.1423905], [-8.6176398, 41.1423582], [-8.6176438, 41.1423228], [-8.6176452, 41.1422905], [-8.6176452, 41.1422673]]",6,0,75.638,5
3373,LineString,"[[-8.6173996, 41.143584], [-8.6172122, 41.1438466], [-8.6167447, 41.144238], [-8.6165114, 41.1444035], [-8.6164894, 41.1444423]]",6,0,123.215,0
3374,LineString,"[[-8.6165362, 41.1418909], [-8.6167542, 41.1416713]]",6,0,30.488000000000003,0
3375,LineString,"[[-8.6201203, 41.1456564], [-8.6194073, 41.1460583]]",6,0,74.575,0
3376,LineString,"[[-8.6201203, 41.1456564], [-8.6202391, 41.1455962], [-8.6204896, 41.1454986], [-8.6209071, 41.1453555], [-8.6213275, 41.1452124], [-8.6214801, 41.1451538], [-8.621555, 41.1450953], [-8.6216414, 41.1449955], [-8.6217133, 41.1449066], [-8.6217018, 41.1448416], [-8.6217249, 41.144757], [-8.6218133, 41.1446029], [-8.6219047, 41.1445264]]",12,0,207.85299999999998,0
3377,LineString,"[[-8.6194073, 41.1460583], [-8.6188182, 41.1461357], [-8.6187118, 41.1461345], [-8.6186149, 41.1460827], [-8.6185898, 41.1460187], [-8.6184061, 41.1453243], [-8.6183505, 41.1451301], [-8.618313, 41.1447898], [-8.6183092, 41.1447164]]",6,0,223.312,0
3378,LineString,"[[-8.6209521, 41.1442136], [-8.6212985, 41.144346], [-8.6213241, 41.1443581], [-8.6213282, 41.14436], [-8.6215559, 41.1444672], [-8.6219047, 41.1445264]]",12,0,87.88799999999999,0
3379,LineString,"[[-8.6261296, 41.1453963], [-8.6261244, 41.1453641], [-8.6261217, 41.1453474], [-8.6260394, 41.1453003], [-8.6260347, 41.1452976], [-8.625283, 41.1452501], [-8.6248447, 41.1453584], [-8.6243592, 41.1454437], [-8.6242554, 41.1454305], [-8.624077, 41.1453289], [-8.6240071, 41.145238], [-8.6239566, 41.1451608], [-8.6237755, 41.1450487], [-8.6235432, 41.1449048], [-8.6234841, 41.1448442]]",12,0,260.135,5
